,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
03/14/2020,"251,875",90.7,"278,000","233,000","2,072,982",104.2,"1,989,000","1,913,000",1.4,1.4,"145,230,691"
03/21/2020,"2,914,268",100,"2,914,000","906,000","3,409,946",105.3,"3,238,000","2,250,000",2.3,2.2,"145,230,691"
03/28/2020,"5,981,838",100.6,"5,946,000","2,337,750","8,155,772",101.9,"8,004,000","3,779,500",5.6,5.5,"145,230,691"
04/04/2020,"6,161,268",100.4,"6,137,000","3,818,750","12,445,761",100.4,"12,396,000","6,406,750",8.5,8.5,"145,671,710"
04/11/2020,"4,898,119",100.6,"4,869,000","4,966,500","16,257,569",100.4,"16,193,000","9,957,750",11.2,11.1,"145,671,710"
04/18/2020,"4,221,704",100.5,"4,201,000","5,288,250","17,771,539",99.9,"17,789,000","13,595,500",12.2,12.2,"145,671,710"
04/25/2020,"3,466,665",100.6,"3,446,000","4,663,250","21,750,455",100,"21,750,000","17,032,000",14.9,14.9,"145,671,710"
05/02/2020,"2,790,860",99.8,"2,796,000","3,828,000","20,855,239",99.6,"20,939,000","19,167,750",14.3,14.4,"145,671,710"
05/09/2020,"2,325,889",99.6,"2,335,000","3,194,500","23,037,921",99.6,"23,130,000","20,902,000",15.8,15.9,"145,671,710"
05/16/2020,"2,162,822",99.4,"2,176,000","2,688,250","19,038,443",99.4,"19,153,000","21,243,000",13.1,13.1,"145,671,710"
05/23/2020,"1,902,006",99,"1,921,000","2,307,000","19,117,418",99.6,"19,194,000","20,604,000",13.1,13.2,"145,671,710"
05/30/2020,"1,610,909",98.3,"1,639,000","2,017,750","19,119,534",99.5,"19,216,000","20,173,250",13.1,13.2,"145,671,710"
06/06/2020,"1,555,824",98.8,"1,575,000","1,827,750","18,687,210",99.7,"18,743,000","19,076,500",12.8,12.9,"145,671,710"
06/13/2020,"1,456,353",98.9,"1,473,000","1,652,000","17,824,245",99.8,"17,860,000","18,753,250",12.2,12.3,"145,671,710"
06/20/2020,"1,446,176",98.6,"1,467,000","1,538,500","17,518,701",100.1,"17,501,000","18,330,000",12,12,"145,671,710"
06/27/2020,"1,425,969",98.6,"1,446,000","1,490,250","16,610,187",100,"16,610,000","17,678,500",11.4,11.4,"145,671,710"
07/04/2020,"1,390,315",98.4,"1,413,000","1,449,750","17,393,811",100.7,"17,273,000","17,311,000",11.9,11.8,"146,125,989"
07/11/2020,"1,511,632",103,"1,468,000","1,448,500","16,396,755",100.9,"16,251,000","16,908,750",11.2,11.1,"146,125,989"
07/18/2020,"1,372,247",98.5,"1,393,000","1,430,000","16,882,651",100.5,"16,799,000","16,733,250",11.6,11.5,"146,125,989"
07/25/2020,"1,200,962",95.3,"1,260,000","1,383,500","15,912,870",99.9,"15,929,000","16,563,000",10.9,10.9,"146,125,989"
08/01/2020,"982,808",94.1,"1,044,000","1,291,250","15,254,647",100,"15,255,000","16,058,500",10.4,10.4,"146,125,989"
08/08/2020,"830,266",93.9,"884,000","1,145,250","14,155,561",99.8,"14,184,000","15,541,750",9.7,9.7,"146,125,989"
08/15/2020,"878,555",94.8,"927,000","1,028,750","13,839,981",99.5,"13,910,000","14,819,500",9.5,9.5,"146,125,989"
08/22/2020,"813,744",92.9,"876,000","932,750","13,111,405",99.2,"13,217,000","14,141,500",9,9,"146,125,989"
08/29/2020,"826,436",93.8,"881,000","892,000","13,325,312",98.7,"13,501,000","13,703,000",9.1,9.2,"146,125,989"
09/05/2020,"857,006",96.1,"892,000","894,000","12,408,041",97.2,"12,765,000","13,348,250",8.5,8.7,"146,125,989"
09/12/2020,"784,765",91.1,"861,000","877,500","12,391,859",97.7,"12,684,000","13,041,750",8.5,8.7,"146,125,989"
09/19/2020,"814,441",94.8,"859,000","873,250","11,037,698",97.1,"11,367,000","12,579,250",7.6,7.8,"146,125,989"
09/26/2020,"731,391",92,"795,000","851,750","10,156,207",96.9,"10,481,000","11,824,250",7,7.2,"146,125,989"
10/03/2020,"722,387",92,"785,000","825,000","8,917,793",96.2,"9,270,000","10,950,500",6.1,6.3,"146,534,375"
10/10/2020,"820,590",97.8,"839,000","819,500","8,079,336",95.9,"8,425,000","9,885,750",5.5,5.7,"146,534,375"
10/17/2020,"757,745",94.2,"804,000","805,750","7,458,507",95.9,"7,777,000","8,988,250",5.1,5.3,"146,534,375"
10/24/2020,"731,660",94.3,"776,000","801,000","6,856,962",95.5,"7,180,000","8,163,000",4.7,4.9,"146,534,375"
10/31/2020,"736,618",95.3,"773,000","798,000","6,463,798",96.4,"6,705,000","7,521,750",4.4,4.6,"146,534,375"
11/07/2020,"719,716",97.7,"737,000","772,500","6,061,953",95.6,"6,341,000","7,000,750",4.1,4.3,"146,534,375"
11/14/2020,"708,717",96,"738,000","756,000","5,917,243",97.2,"6,088,000","6,578,500",4,4.2,"146,534,375"
11/21/2020,"827,447",104.4,"793,000","760,250","5,233,699",93.8,"5,580,000","6,178,500",3.6,3.8,"146,534,375"
11/28/2020,"710,901",96.4,"737,000","751,250","5,790,244",100.1,"5,784,000","5,948,250",4,3.9,"146,534,375"
12/05/2020,"946,091",108.4,"873,000","785,250","5,479,766",97.7,"5,609,000","5,765,250",3.7,3.8,"146,534,375"
12/12/2020,"928,178",104.8,"886,000","822,250","5,415,955",100,"5,416,000","5,597,250",3.7,3.7,"146,534,375"
12/19/2020,"854,113",104.8,"815,000","827,750","5,225,786",98,"5,332,000","5,535,250",3.6,3.6,"146,534,375"
12/26/2020,"823,512",106.5,"773,000","836,750","5,362,308",103.5,"5,181,000","5,384,500",3.7,3.5,"146,534,375"
01/02/2021,"898,597",111.9,"803,000","819,250","5,756,886",108,"5,330,000","5,314,750",4.1,3.8,"142,133,208"
01/09/2021,"1,082,696",121.6,"890,000","820,250","5,479,170",108.1,"5,069,000","5,228,000",3.9,3.6,"142,133,208"
01/16/2021,"930,184",110.2,"844,000","827,500","5,189,122",106.4,"4,877,000","5,114,250",3.7,3.4,"142,133,208"
01/23/2021,"833,704",104.3,"799,000","834,000","5,172,094",108,"4,789,000","5,016,250",3.6,3.4,"142,133,208"
01/30/2021,"843,702",105.1,"803,000","834,000","5,016,190",107.7,"4,658,000","4,848,250",3.5,3.3,"142,133,208"
02/06/2021,"860,209",105.9,"812,000","814,500","4,948,967",107.6,"4,599,000","4,730,750",3.5,3.2,"142,133,208"
02/13/2021,"827,835",103.2,"802,000","804,000","4,804,914",106.9,"4,495,000","4,635,250",3.4,3.2,"142,133,208"
02/20/2021,"707,268",100.8,"702,000","779,750","4,820,155",109.4,"4,406,000","4,539,500",3.4,3.1,"142,133,208"
02/27/2021,"749,251",106.5,"704,000","755,000","4,539,713",107.4,"4,227,000","4,431,750",3.2,3,"142,133,208"
03/06/2021,"714,661",103.2,"693,000","725,250","4,461,608",106.6,"4,185,000","4,328,250",3.1,2.9,"142,133,208"
03/13/2021,"750,287",107.3,"699,000","699,500","4,200,385",105.8,"3,970,000","4,197,000",3,2.8,"142,133,208"
03/20/2021,"630,621",100.5,"627,000","680,750","4,069,329",104.7,"3,887,000","4,067,250",2.9,2.7,"142,133,208"
03/27/2021,"701,073",106.5,"658,000","669,250","4,002,030",103.7,"3,859,000","3,975,250",2.8,2.7,"142,133,208"
04/03/2021,"668,346",103.6,"645,000","657,250","3,902,729",101.9,"3,830,000","3,886,500",2.8,2.8,"139,248,565"
04/10/2021,"620,420",108.6,"571,000","625,250","3,828,584",101.3,"3,779,000","3,838,750",2.7,2.7,"139,248,565"
04/17/2021,"583,397",103,"566,000","610,000","3,776,395",100,"3,776,000","3,811,000",2.7,2.7,"139,248,565"
04/24/2021,"611,236",106.5,"574,000","589,000","3,763,243",99.9,"3,767,000","3,788,000",2.7,2.7,"139,248,565"
05/01/2021,"510,161",98.7,"517,000","557,000","3,688,043",98.2,"3,756,000","3,769,500",2.6,2.7,"139,248,565"
05/08/2021,"488,815",99,"494,000","537,750","3,666,448",98.1,"3,737,000","3,759,000",2.6,2.7,"139,248,565"
05/15/2021,"451,302",96.7,"467,000","513,000","3,502,467",96.8,"3,618,000","3,719,500",2.5,2.6,"139,248,565"
05/22/2021,"416,310",94.4,"441,000","479,750","3,499,487",97.9,"3,575,000","3,671,500",2.5,2.6,"139,248,565"
05/29/2021,"430,171",100.7,"427,000","457,250","3,333,477",97.4,"3,422,000","3,588,000",2.4,2.5,"139,248,565"
06/05/2021,"364,577",86.9,"420,000","438,750","3,296,139",98.4,"3,350,000","3,491,250",2.4,2.4,"139,248,565"
06/12/2021,"407,148",95.1,"428,000","429,000","3,228,357",98.8,"3,268,000","3,403,750",2.3,2.3,"139,248,565"
06/19/2021,"396,935",94,"422,000","424,250","3,282,102",100.6,"3,263,000","3,325,750",2.4,2.3,"139,248,565"
06/26/2021,"362,899",97.6,"372,000","410,500","3,233,414",101.8,"3,176,000","3,264,250",2.3,2.3,"139,248,565"
07/03/2021,"382,622",105.7,"362,000","396,000","3,121,875",102.4,"3,049,000","3,189,000",2.3,2.2,"137,027,194"
07/10/2021,"388,662",111.1,"350,000","376,500","3,259,565",108.6,"3,001,000","3,122,250",2.4,2.2,"137,027,194"
07/17/2021,"411,244",108.5,"379,000","365,750","3,260,889",110.2,"2,959,000","3,046,250",2.4,2.2,"137,027,194"
07/24/2021,"342,003",94.1,"363,000","363,500","2,922,698",107.4,"2,721,000","2,932,500",2.1,2,"137,027,194"
07/31/2021,"325,265",89.1,"365,000","364,250","2,849,196",108.3,"2,631,000","2,828,000",2.1,1.9,"137,027,194"
08/07/2021,"322,782",91.9,"351,000","364,500","2,806,138",105.6,"2,657,000","2,742,000",2,1.9,"137,027,194"
08/14/2021,"309,229",86.8,"356,000","358,750","2,807,966",106.9,"2,627,000","2,659,000",2,1.9,"137,027,194"
08/21/2021,"298,533",86,"347,000","354,750","2,673,190",103.6,"2,580,000","2,623,750",2,1.9,"137,027,194"
08/28/2021,"291,942",85.1,"343,000","349,250","2,660,507",104,"2,558,000","2,605,500",1.9,1.9,"137,027,194"
09/04/2021,"285,683",86.7,"330,000","344,000","2,376,245",97.8,"2,430,000","2,548,750",1.7,1.8,"137,027,194"
09/11/2021,"265,902",80.2,"332,000","338,000","2,505,265",99.3,"2,523,000","2,522,750",1.8,1.8,"137,027,194"
09/18/2021,"306,581",89.1,"344,000","337,250","2,469,313",94.9,"2,602,000","2,528,250",1.8,1.9,"137,027,194"
09/25/2021,"301,143",84.5,"356,000","340,500","2,395,401",94.6,"2,532,000","2,521,750",1.7,1.8,"137,027,194"
10/02/2021,"262,105",85.3,"307,000","334,750","2,259,403",90.5,"2,497,000","2,538,500",1.7,1.8,"135,015,266"
10/09/2021,"280,538",97,"289,000","324,000","2,166,061",89.1,"2,431,000","2,515,500",1.6,1.8,"135,015,266"
10/16/2021,"257,197",89.2,"288,000","310,000","1,984,074",88.2,"2,250,000","2,427,500",1.5,1.7,"135,015,266"
10/23/2021,"247,270",91.8,"269,000","288,250","1,881,734",86.5,"2,175,000","2,338,250",1.4,1.6,"135,015,266"
10/30/2021,"241,656",91.7,"264,000","277,500","1,950,768",88.3,"2,209,000","2,266,250",1.4,1.6,"135,015,266"
11/06/2021,"256,937",100.1,"257,000","269,500","1,781,793",84.8,"2,101,000","2,183,750",1.3,1.6,"135,015,266"
11/13/2021,"240,332",96.2,"250,000","260,000","1,818,308",90.6,"2,007,000","2,123,000",1.3,1.5,"135,015,266"
11/20/2021,"253,211",112.1,"226,000","249,250","1,559,780",82,"1,902,000","2,054,750",1.2,1.4,"135,015,266"
11/27/2021,"216,420",96,"225,000","239,500","1,962,434",99.9,"1,964,000","1,993,500",1.5,1.5,"135,015,266"
12/04/2021,"283,651",131.6,"216,000","229,250","1,733,785",93.5,"1,854,000","1,931,750",1.3,1.4,"135,015,266"
12/11/2021,"265,349",119.5,"222,000","222,250","1,827,028",99.7,"1,833,000","1,888,250",1.4,1.4,"135,015,266"
12/18/2021,"254,823",117.5,"217,000","220,000","1,637,701",96.3,"1,701,000","1,838,000",1.2,1.3,"135,015,266"
12/25/2021,"257,349",127,"203,000","214,500","1,868,469",105.1,"1,778,000","1,791,500",1.4,1.3,"135,015,266"
01/01/2022,"314,796",137.8,"228,000","217,500","2,061,856",116.8,"1,765,000","1,769,250",1.5,1.3,"138,088,262"
01/08/2022,"415,162",170.6,"243,000","222,750","2,072,681",115.6,"1,793,000","1,759,250",1.5,1.3,"138,088,262"
01/15/2022,"337,075",134.3,"251,000","231,250","2,009,022",112,"1,794,000","1,782,500",1.5,1.3,"138,088,262"
01/22/2022,"267,637",115.3,"232,000","238,500","2,043,402",115,"1,777,000","1,782,250",1.5,1.3,"138,088,262"
01/29/2022,"258,288",110.8,"233,000","239,750","2,005,387",113.9,"1,761,000","1,781,250",1.5,1.3,"138,088,262"
02/05/2022,"231,452",106.6,"217,000","233,250","1,980,368",113,"1,753,000","1,771,250",1.4,1.3,"138,088,262"
02/12/2022,"240,502",103.7,"232,000","228,500","1,918,036",112.6,"1,703,000","1,748,500",1.4,1.2,"138,088,262"
02/19/2022,"216,574",95.9,"226,000","227,000","1,859,328",109.9,"1,692,000","1,727,250",1.3,1.2,"138,088,262"
02/26/2022,"196,537",92.4,"213,000","222,000","1,917,459",110.2,"1,740,000","1,722,000",1.4,1.3,"138,088,262"
03/05/2022,"220,486",96.5,"228,000","224,750","1,810,381",107.2,"1,689,000","1,706,000",1.3,1.2,"138,088,262"
03/12/2022,"204,494",94.7,"216,000","220,750","1,727,708",104,"1,661,000","1,695,500",1.3,1.2,"138,088,262"
03/19/2022,"182,581",85.4,"214,000","217,750","1,676,374",102.8,"1,631,000","1,680,250",1.2,1.2,"138,088,262"
03/26/2022,"197,128",92.3,"214,000","218,000","1,654,359",101.3,"1,633,000","1,653,500",1.2,1.2,"138,088,262"
04/02/2022,"194,671",91,"214,000","214,500","1,569,797",98.7,"1,590,000","1,628,750",1.1,1.1,"140,025,048"
04/09/2022,"223,751",100.7,"222,000","216,000","1,467,346",96.1,"1,527,000","1,595,250",1,1.1,"140,025,048"
04/16/2022,"197,219",90.9,"217,000","216,750","1,441,824",94.8,"1,521,000","1,567,750",1,1.1,"140,025,048"
04/23/2022,"202,952",97.9,"207,000","215,000","1,403,640",93.7,"1,498,000","1,534,000",1,1.1,"140,025,048"
04/30/2022,"196,422",90.2,"218,000","216,000","1,332,072",91.4,"1,457,000","1,500,750",1,1,"140,025,048"
05/07/2022,"185,815",88.4,"210,000","213,000","1,283,158",89.5,"1,434,000","1,477,500",0.9,1,"140,025,048"
05/14/2022,"199,631",89.9,"222,000","214,250","1,290,047",90.1,"1,432,000","1,455,250",0.9,1,"140,025,048"
05/21/2022,"187,695",87.3,"215,000","216,250","1,256,209",89.8,"1,399,000","1,430,500",0.9,1,"140,025,048"
05/28/2022,"183,446",90.7,"202,000","212,250","1,256,450",90.9,"1,382,000","1,411,750",0.9,1,"140,025,048"
06/04/2022,"186,568",84.5,"221,000","215,000","1,270,456",93.5,"1,359,000","1,393,000",0.9,1,"140,025,048"
06/11/2022,"205,890",94.8,"217,000","213,750","1,288,323",95.4,"1,350,000","1,372,500",0.9,1,"140,025,048"
06/18/2022,"206,272",95.5,"216,000","214,000","1,302,015",97.2,"1,340,000","1,357,750",0.9,1,"140,025,048"
06/25/2022,"207,061",97.1,"213,000","216,750","1,372,008",101.3,"1,354,000","1,350,750",1,1,"140,025,048"
07/02/2022,"218,886",103.1,"212,000","214,500","1,327,199",101,"1,314,000","1,339,500",0.9,0.9,"141,769,719"
07/09/2022,"243,485",110.1,"221,000","215,500","1,450,142",108.1,"1,341,000","1,337,250",1,0.9,"141,769,719"
07/16/2022,"237,092",111.1,"213,000","214,750","1,443,848",109.6,"1,317,000","1,331,500",1,0.9,"141,769,719"
07/23/2022,"200,929",95.3,"211,000","214,250","1,451,592",107.5,"1,350,000","1,330,500",1,1,"141,769,719"
07/30/2022,"196,116",89.9,"218,000","215,750","1,457,158",107.8,"1,352,000","1,340,000",1,1,"141,769,719"
08/06/2022,"196,308",91.7,"214,000","214,000","1,423,854",105.5,"1,350,000","1,342,250",1,1,"141,769,719"
08/13/2022,"187,391",88,"213,000","214,000","1,414,317",106.4,"1,329,000","1,345,250",1,0.9,"141,769,719"
08/20/2022,"179,220",86.2,"208,000","213,250","1,390,837",103.6,"1,343,000","1,343,500",1,0.9,"141,769,719"
08/27/2022,"173,867",84.5,"206,000","210,250","1,365,751",103.8,"1,316,000","1,334,500",1,0.9,"141,769,719"
09/03/2022,"172,835",87.6,"197,000","206,000","1,273,057",97.8,"1,302,000","1,322,500",0.9,0.9,"141,769,719"
09/10/2022,"152,144",79.1,"192,000","200,750","1,278,853",99.2,"1,289,000","1,312,500",0.9,0.9,"141,769,719"
09/17/2022,"168,701",88.5,"191,000","196,500","1,224,496",94.9,"1,290,000","1,299,250",0.9,0.9,"141,769,719"
09/24/2022,"153,821",84.6,"182,000","190,500","1,233,270",94.7,"1,302,000","1,295,750",0.9,0.9,"141,769,719"
10/01/2022,"167,378",84.4,"198,000","190,750","1,201,432",90.7,"1,325,000","1,301,500",0.8,0.9,"143,627,296"
10/08/2022,"198,340",96.1,"206,000","194,250","1,199,269",89.1,"1,346,000","1,315,750",0.8,0.9,"143,627,296"
10/15/2022,"178,773",90.1,"198,000","196,000","1,226,861",88.2,"1,391,000","1,341,000",0.9,1,"143,627,296"
10/22/2022,"184,420",91.8,"201,000","200,750","1,239,975",86.6,"1,432,000","1,373,500",0.9,1,"143,627,296"
10/29/2022,"185,973",91,"204,000","202,250","1,267,368",88.1,"1,439,000","1,402,000",0.9,1,"143,627,296"
11/05/2022,"206,079",99.4,"207,000","202,500","1,230,153",84.6,"1,454,000","1,429,000",0.9,1,"143,627,296"
11/12/2022,"200,237",94.8,"211,000","205,750","1,341,329",90.4,"1,484,000","1,452,250",0.9,1,"143,627,296"
11/19/2022,"248,916",113.6,"219,000","210,250","1,261,674",81.2,"1,554,000","1,482,750",0.9,1.1,"143,627,296"
11/26/2022,"199,323",93.6,"213,000","212,500","1,561,449",100.2,"1,558,000","1,512,500",1.1,1.1,"143,627,296"
12/03/2022,"287,976",133.3,"216,000","214,750","1,503,416",93.9,"1,601,000","1,549,250",1,1.1,"143,627,296"
12/10/2022,"250,038",121.1,"206,000","213,500","1,594,527",99.6,"1,601,000","1,578,500",1.1,1.1,"143,627,296"
12/17/2022,"248,444",117.4,"212,000","211,750","1,577,004",96.9,"1,627,000","1,596,750",1.1,1.1,"143,627,296"
12/24/2022,"269,877",126.5,"213,000","211,750","1,710,626",103.7,"1,650,000","1,619,750",1.2,1.1,"143,627,296"
12/31/2022,"278,487",135.1,"206,000","209,250","1,870,048",113.7,"1,645,000","1,630,750",1.3,1.1,"143,627,296"
01/07/2023,"339,883",165.5,"205,000","209,000","1,908,639",116.8,"1,634,000","1,639,000",1.3,1.1,"145,292,485"
01/14/2023,"288,330",144,"200,000","206,000","1,863,956",112.4,"1,658,000","1,646,750",1.3,1.1,"145,292,485"
01/21/2023,"225,228",116.1,"194,000","201,250","1,911,203",115.1,"1,660,000","1,649,250",1.3,1.1,"145,292,485"
01/28/2023,"225,026",113.2,"199,000","199,500","1,925,707",114.1,"1,688,000","1,660,000",1.3,1.2,"145,292,485"
02/04/2023,"234,007",106.6,"220,000","203,250","1,948,437",113.1,"1,723,000","1,682,250",1.3,1.2,"145,292,485"
02/11/2023,"225,332",104.3,"216,000","207,250","1,928,688",112.5,"1,714,000","1,696,250",1.3,1.2,"145,292,485"
02/18/2023,"211,007",97.2,"217,000","213,000","1,891,796",110.1,"1,718,000","1,710,750",1.3,1.2,"145,292,485"
02/25/2023,"202,156",91.3,"221,000","218,500","1,970,023",110.6,"1,781,000","1,734,000",1.4,1.2,"145,292,485"
03/04/2023,"238,840",97.4,"245,000","224,750","1,910,046",107.8,"1,772,000","1,746,250",1.3,1.2,"145,292,485"
03/11/2023,"218,084",95,"230,000","228,250","1,878,281",104.1,"1,804,000","1,768,750",1.3,1.2,"145,292,485"
03/18/2023,"213,003",86.3,"247,000","235,750","1,877,314",103.3,"1,817,000","1,793,500",1.3,1.3,"145,292,485"
03/25/2023,"224,193",91.2,"246,000","242,000","1,844,456",101.2,"1,823,000","1,804,000",1.3,1.3,"145,292,485"
04/01/2023,"207,120",90.7,"228,000","237,750","1,795,471",99.5,"1,804,000","1,812,000",1.2,1.2,"146,891,243"
